"audio,labels"
"insects/LEEC43__0__20161028_230000_LGP-14.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-15.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-01.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-02.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-03.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-04.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-05.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-06.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-07.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-08.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-09.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-10.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-11.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-12.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-13.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-14.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-15.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-16.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-17.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-18.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-19.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-20.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-22.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-23.wav,insectos"
"insects/LEEC43__0__20161107_050000_LGP-25.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-01.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-02.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-03.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-04.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-05.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-06.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-07.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-08.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-09.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-10.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-11.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-12.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-13.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-14.wav,insectos"
"insects/LEEC43__0__20161119_204500_LGP-15.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-01.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-03.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-04.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-09.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-11.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-12.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-13.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-14.wav,insectos"
"insects/LEEC45__0__20161019_230000_LGP-15.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-01.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-02.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-03.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-04.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-05.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-06.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-07.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-08.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-09.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-10.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-11.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-12.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-13.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-14.wav,insectos"
"insects/LEEC45__0__20161031_230000_LGP-15.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-01.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-02.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-03.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-04.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-05.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-06.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-07.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-08.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-09.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-10.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-11.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-12.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-13.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-14.wav,insectos"
"insects/LEEC45__0__20161112_234500_LGP-15.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-01.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-02.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-03.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-04.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-05.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-06.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-07.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-08.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-09.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-10.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-11.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-12.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-13.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-14.wav,insectos"
"insects/LEEC48__0__20161019_204500_LGP-15.wav,insectos"
"insects/LEEC48__0__20161102_141500_LGP-01.wav,insectos"
"insects/LEEC48__0__20161102_141500_LGP-02.wav,insectos"
"insects/LEEC48__0__20161107_011500_LGP-01.wav,insectos"
"insects/LEEC48__0__20161107_011500_LGP-02.wav,insectos"
"insects/LEEC48__0__20161107_011500_LGP-03.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-01.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-03.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-04.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-05.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-06.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-07.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-09.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-11.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-12.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-13.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-14.wav,insectos"
"insects/LEEC48__0__20161118_020000_LGP-15.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-01.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-02.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-03.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-04.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-05.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-06.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-07.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-08.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-09.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-10.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-11.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-12.wav,insectos"
"insects/LEEC49__0__20161019_200000_LGP-15.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-01.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-02.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-03.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-11.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-12.wav,insectos"
"insects/LEEC49__0__20161020_221500_LGP-13.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-01.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-02.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-03.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-04.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-05.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-06.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-07.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-08.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-09.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-10.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-11.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-12.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-13.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-14.wav,insectos"
"insects/LEEC49__0__20161028_200000_LGP-15.wav,insectos"
"insects/LEEC49__0__20161101_141500_LGP-01.wav,insectos"
"insects/LEEC49__0__20161101_141500_LGP-02.wav,insectos"
"insects/LEEC49__0__20161101_141500_LGP-03.wav,insectos"
"insects/LEEC49__0__20161101_141500_LGP-04.wav,insectos"
"insects/LEEC49__0__20161101_141500_LGP-05.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-01.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-02.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-03.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-04.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-05.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-06.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-07.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-09.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-10.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-11.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-12.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-13.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-14.wav,insectos"
"insects/LEEC49__0__20161115_200000_LGP-15.wav,insectos"
"insects/LEEC49__0__20161119_133000_LGP-01.wav,insectos"
"insects/LEEC49__0__20161119_133000_LGP-02.wav,insectos"
"insects/LEEC49__0__20161119_133000_LGP-03.wav,insectos"
"insects/LEEC49__0__20161119_133000_LGP-04.wav,insectos"
"insects/LEEC49__0__20161119_133000_LGP-05.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-01.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-02.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-03.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-04.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-05.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-06.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-07.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-08.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-09.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-10.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-11.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-12.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-13.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-14.wav,insectos"
"insects/LEEC49__0__20161119_213000_LGP-15.wav,insectos"
